rooms,square_m,floor,serie,price,link,region,street,building_total_floors,price_per_square_m,time
3.0,85,4.0,P. kara,650.0,,centrs,Tērbatas 59/61,6,7.647058823529411,2022-10-13
2.0,45,5.0,LT proj.,280.0,,Ķengarags,Lokomotīves 70,5,6.222222222222222,2022-10-13
2.0,45,1.0,LT proj.,270.0,,Ziepniekkalns,Bauskas 49,5,6.0,2022-10-13
2.0,38,2.0,Renov.,390.0,,centrs,Cēsu 5a,6,10.263157894736842,2022-10-13
1.0,32,4.0,M. ģim.,200.0,,Čiekurkalns,Rusova 28,5,6.25,2022-10-13
2.0,48,1.0,Renov.,350.0,,Ķengarags,Prūšu 26,3,7.291666666666668,2022-10-13
3.0,79,1.0,119.,480.0,,Pļavnieki,Ilūkstes 32,9,6.075949367088607,2022-10-13
1.0,24,1.0,P. kara,190.0,,Dzegužkalns,Daugavgrīvas 42,2,7.916666666666668,2022-10-13
2.0,39,5.0,Hrušč.,330.0,,Āgenskalns,Kristapa 18,5,8.461538461538463,2022-10-13
2.0,60,6.0,P. kara,700.0,,centrs,Brīvības 103,6,11.666666666666664,2022-10-13
1.0,32,1.0,602.,229.0,,Pļavnieki,Zemes 15,9,7.15625,2022-10-13
2.0,49,1.0,LT proj.,320.0,,Imanta,Kurzemes pr. 116,5,6.530612244897959,2022-10-13
2.0,42,1.0,Specpr.,310.0,,centrs,Zvaigžņu 26,1,7.3809523809523805,2022-10-13
1.0,45,2.0,Specpr.,270.0,,Jugla,Salamandras 3,6,6.0,2022-10-13
3.0,70,1.0,104.,350.0,,Purvciems,Lielvārdes 115,12,5.0,2022-10-13
2.0,62,5.0,Renov.,400.0,,centrs,Stabu 92,6,6.451612903225807,2022-10-13
1.0,16,1.0,Renov.,260.0,,Purvciems,Vairoga 32,2,16.25,2022-10-13
4.0,97,6.0,Renov.,600.0,,centrs,Blaumaņa 26,6,6.185567010309278,2022-10-13
2.0,59,2.0,Hrušč.,300.0,,Āgenskalns,Kūdras 34,5,5.084745762711863,2022-10-13
2.0,75,6.0,Jaun.,700.0,,Zolitūde,Zolitūdes 75,6,9.333333333333334,2022-10-13
2.0,54,3.0,Jaun.,875.0,,Vecrīga,Kungu 25,5,16.203703703703702,2022-10-13
1.0,30,2.0,Specpr.,360.0,,Torņakalns,Akmeņu 21,2,12.0,2022-10-13
2.0,56,2.0,P. kara,290.0,,centrs,Bruņinieku 94,4,5.178571428571429,2022-10-13
1.0,45,7.0,119.,280.0,,Zolitūde,Bieziņa 4,10,6.222222222222222,2022-10-13
2.0,41,4.0,LT proj.,250.0,,Jaunciems,Jaunciema g. 182,5,6.097560975609755,2022-10-13
2.0,43,3.0,Jaun.,480.0,,Jugla,Vangažu 22,4,11.16279069767442,2022-10-13
2.0,42,2.0,Hrušč.,230.0,,Sarkandaugava,Ceļinieku 8,5,5.476190476190476,2022-10-13
1.0,45,5.0,Jaun.,520.0,,Āgenskalns,Vīlipa 12,9,11.555555555555555,2022-10-13
2.0,56,1.0,P. kara,270.0,,Teika,Brīvības 324,3,4.821428571428571,2022-10-13
2.0,54,2.0,Renov.,600.0,,Vecrīga,Jauniela 21,5,11.111111111111109,2022-10-13
2.0,47,3.0,LT proj.,380.0,,Purvciems,Ieriķu 29,5,8.085106382978722,2022-10-13
2.0,51,9.0,602.,250.0,,Bolderāja,Lemešu 11,9,4.901960784313727,2022-10-13
3.0,55,1.0,LT proj.,420.0,,Ķengarags,Vizlas 4,5,7.636363636363638,2022-10-13
1.0,31,3.0,Staļina,275.0,,Vecmīlgrāvis,Skuju 29,4,8.870967741935484,2022-10-13
2.0,42,4.0,Hrušč.,320.0,,centrs,Zirņu 4,4,7.6190476190476195,2022-10-13
3.0,65,1.0,LT proj.,300.0,,Mežciems,Mežciema 26,5,4.615384615384615,2022-10-13
1.0,42,4.0,M. ģim.,250.0,,Pļavnieki,Salnas 22,5,5.9523809523809526,2022-10-13
2.0,60,5.0,119.,250.0,,Ziepniekkalns,Īslīces 1,10,4.166666666666667,2022-10-13
2.0,50,9.0,602.,230.0,,Purvciems,Dzelzavas 76,9,4.6,2022-10-13
2.0,41,4.0,Hrušč.,300.0,,centrs,Vesetas 28,6,7.317073170731707,2022-10-13
1.0,45,5.0,Jaun.,410.0,,Purvciems,Zileņu 12,3,9.111111111111109,2022-10-13
3.0,67,3.0,P. kara,320.0,,Teika,Brīvības 280,6,4.776119402985074,2022-10-13
2.0,54,5.0,602.,280.0,,Pļavnieki,Ilūkstes 8,9,5.185185185185184,2022-10-13
1.0,36,1.0,P. kara,250.0,,Teika,Brīvības 280,6,6.9444444444444455,2022-10-13
1.0,25,1.0,Priv. m.,400.0,,Šampēteris-Pleskodāle,Šampētera 74,1,16.0,2022-10-13
2.0,37,4.0,Staļina,335.0,,Vecmīlgrāvis,Skuju 29,4,9.054054054054054,2022-10-13
2.0,47,3.0,P. kara,400.0,,centrs,Alūksnes 2,6,8.51063829787234,2022-10-13
2.0,45,2.0,Specpr.,230.0,,Sarkandaugava,Viestura pr. 37,9,5.111111111111111,2022-10-13
1.0,34,5.0,467.,280.0,,Krasta r-ns,Salacas 21,9,8.235294117647058,2022-10-13
2.0,35,1.0,Priv. m.,400.0,,Berģi,Lejasciema 3,3,11.428571428571427,2022-10-13
2.0,44,1.0,Jaun.,440.0,,Pļavnieki,Salnas 21,9,10.0,2022-10-13
2.0,14,1.0,LT proj.,230.0,,Cits,Kаниера 8,5,16.428571428571427,2022-10-13
2.0,34,3.0,P. kara,490.0,,centrs,Elizabetes 9,5,14.411764705882351,2022-10-13
2.0,49,9.0,104.,460.0,,Purvciems,Brantkalna 9,12,9.387755102040817,2022-10-13
2.0,54,4.0,P. kara,165.0,,centrs,Čaka 110,5,3.0555555555555562,2022-10-13
2.0,51,2.0,602.,350.0,,Mežciems,Gaiļezera 4,9,6.862745098039214,2022-10-13
1.0,35,7.0,602.,250.0,,Pļavnieki,Dravnieku 7,9,7.142857142857142,2022-10-13
1.0,31,8.0,602.,260.0,,Mežciems,Eizenšteina 53,9,8.387096774193548,2022-10-13
2.0,45,6.0,Jaun.,490.0,,Pļavnieki,Salnas 21,9,10.888888888888891,2022-10-13
1.0,17,4.0,M. ģim.,200.0,,Jugla,Mārkalnes 5,5,11.764705882352944,2022-10-13
2.0,50,6.0,467.,250.0,,Krasta r-ns,Maskavas 222,9,5.0,2022-10-13
2.0,44,2.0,P. kara,320.0,,Teika,Pudiķa 13,3,7.2727272727272725,2022-10-13
4.0,107,5.0,P. kara,1000.0,,centrs,Pulkv. Brieža 7,6,9.345794392523365,2022-10-13
3.0,125,5.0,Jaun.,1000.0,,centrs,Republikas laukums 3,6,8.0,2022-10-13
1.0,38,1.0,119.,300.0,,Krasta r-ns,Ogres 6,9,7.894736842105262,2022-10-13
1.0,19,1.0,Renov.,270.0,,centrs,Barona 82a,1,14.210526315789476,2022-10-13
1.0,20,2.0,Staļina,140.0,,Ziepniekkalns,Rāceņu 4,2,7.0,2022-10-13
2.0,46,3.0,Hrušč.,500.0,,Āgenskalns,M. Nometņu 28,5,10.869565217391305,2022-10-13
3.0,69,2.0,Specpr.,500.0,,Mežaparks,Ķempes 7,12,7.246376811594202,2022-10-13
2.0,38,2.0,LT proj.,300.0,,Purvciems,Dzelzavas 31,5,7.894736842105262,2022-10-13
1.0,30,1.0,P. kara,100.0,,centrs,Čaka 52,4,3.333333333333333,2022-10-13
2.0,48,5.0,602.,320.0,,Imanta,Kurzemes pr. 124,9,6.666666666666668,2022-10-13
2.0,43,2.0,P. kara,280.0,,centrs,Avotu 39,4,6.511627906976744,2022-10-13
2.0,50,1.0,LT proj.,350.0,,Purvciems,Marsa g. 6,5,7.0,2022-10-13
3.0,56,1.0,Priv. m.,500.0,,Teika,Zemgala 52,1,8.928571428571429,2022-10-13
1.0,34,5.0,103.,210.0,,Daugavgrīva,Lēpju 15,5,6.1764705882352935,2022-10-13
3.0,54,2.0,LT proj.,220.0,,Jugla,Juglas 43,5,4.0740740740740735,2022-10-13
2.0,42,3.0,Hrušč.,210.0,,Šampēteris-Pleskodāle,Volguntes 27,5,5.0,2022-10-13
2.0,30,3.0,P. kara,375.0,,centrs,Bruņinieku 93,4,12.5,2022-10-13
2.0,45,4.0,LT proj.,330.0,,Jugla,Silciema 15/k3,5,7.333333333333332,2022-10-13
3.0,55,5.0,LT proj.,300.0,,Imanta,M. Krūmu 1,5,5.454545454545454,2022-10-13
1.0,16,1.0,P. kara,200.0,,centrs,Avotu 31,5,12.5,2022-10-13
3.0,54,2.0,Hrušč.,380.0,,Ķengarags,Prūšu 17,4,7.037037037037037,2022-10-13
3.0,80,12.0,Čehu pr.,450.0,,Krasta r-ns,Kojusalas 19,12,5.625,2022-10-13
2.0,53,5.0,119.,360.0,,Zolitūde,Rostokas 46,9,6.7924528301886795,2022-10-13
1.0,45,3.0,Renov.,300.0,,centrs,Bruņinieku 91,3,6.666666666666668,2022-10-13
2.0,34,5.0,Renov.,450.0,,Teika,Burtnieku 1,4,13.235294117647056,2022-10-13
1.0,18,3.0,Specpr.,220.0,,centrs,Pērnavas 19,5,12.222222222222221,2022-10-13
4.0,76,5.0,Specpr.,550.0,,Šampēteris-Pleskodāle,Irlavas 12,5,7.236842105263157,2022-10-13
2.0,54,3.0,103.,330.0,,Āgenskalns,Kandavas 8,5,6.111111111111112,2022-10-13
1.0,18,1.0,Renov.,230.0,,Pļavnieki,Rencēnu 8,2,12.777777777777779,2022-10-13
1.0,36,3.0,Specpr.,270.0,,Purvciems,Ūnijas 66,9,7.5,2022-10-13
1.0,25,4.0,P. kara,180.0,,Maskavas priekšpilsēta,Kalna 13,5,7.2,2022-10-13
1.0,31,5.0,Hrušč.,250.0,,Ķengarags,Prūšu 20,5,8.064516129032258,2022-10-13
2.0,58,4.0,119.,430.0,,Purvciems,Brantkalna 11,9,7.413793103448277,2022-10-13
2.0,56,5.0,119.,380.0,,Purvciems,Deglava 51,9,6.7857142857142865,2022-10-13
2.0,40,2.0,Hrušč.,280.0,,Sarkandaugava,Tvaika 16,5,7.0,2022-10-13
2.0,41,5.0,Renov.,650.0,,centrs,Blaumaņa 9,6,15.853658536585364,2022-10-13
1.0,19,5.0,Specpr.,260.0,,Jugla,Mārkalnes 5,5,13.68421052631579,2022-10-13
1.0,33,2.0,602.,240.0,,Ziepniekkalns,Valdeķu 60/3,9,7.2727272727272725,2022-10-13
1.0,30,2.0,Renov.,290.0,,centrs,Bruņinieku 89,4,9.666666666666666,2022-10-13
2.0,42,4.0,Hrušč.,280.0,,Jugla,Silciema 15,5,6.666666666666668,2022-10-13
1.0,19,2.0,Specpr.,130.0,,Āgenskalns,Dzirciema 1,5,6.842105263157895,2022-10-13
3.0,78,4.0,Jaun.,950.0,,Dzegužkalns,Slokas 59A,5,12.17948717948718,2022-10-13
1.0,30,3.0,LT proj.,250.0,,Ķengarags,Maskavas 291/1,5,8.333333333333334,2022-10-13
2.0,56,2.0,P. kara,430.0,,centrs,Brīvības 183,6,7.678571428571429,2022-10-13
2.0,57,9.0,119.,230.0,,Zolitūde,Rostokas 42,9,4.035087719298246,2022-10-13
1.0,27,3.0,LT proj.,200.0,,Imanta,Zentenes 4,5,7.407407407407407,2022-10-13
3.0,78,2.0,Jaun.,700.0,,Teika,Aizkraukles 12A,5,8.974358974358974,2022-10-13
1.0,25,5.0,M. ģim.,250.0,,Iļģuciems,Motoru 3,5,10.0,2022-10-13
1.0,34,1.0,Jaun.,300.0,,Čiekurkalns,Čiekurkalna 4. šķ l. 9,4,8.823529411764708,2022-10-13
2.0,43,5.0,Hrušč.,220.0,,Jugla,Silciema 13 k-3,5,5.116279069767441,2022-10-13
2.0,47,1.0,Hrušč.,270.0,,Jugla,Silciema 7,5,5.74468085106383,2022-10-13
2.0,42,6.0,P. kara,350.0,,centrs,Matīsa 32,6,8.333333333333334,2022-10-13
2.0,45,3.0,Jaun.,480.0,,centrs,Ganību d. 13,6,10.666666666666666,2022-10-13
1.0,19,3.0,Jaun.,290.0,,centrs,Klijānu 12,3,15.26315789473684,2022-10-13
2.0,54,3.0,Jaun.,650.0,,Šampēteris-Pleskodāle,Ulmaņa g. 101,5,12.037037037037035,2022-10-13
2.0,66,6.0,P. kara,350.0,,centrs,Čaka 35,6,5.303030303030303,2022-10-13
3.0,44,1.0,Priv. m.,300.0,,Kleisti,Kleistu 666,2,6.8181818181818175,2022-10-13
2.0,60,2.0,Renov.,640.0,,centrs,Vīlandes 2,5,10.666666666666666,2022-10-13
2.0,61,1.0,Priv. m.,390.0,,centrs,Matīsa 129,2,6.39344262295082,2022-10-13
3.0,86,5.0,P. kara,390.0,,centrs,Ģertrūdes 60,6,4.5348837209302335,2022-10-13
3.0,46,2.0,Renov.,450.0,,centrs,Alauksta 13,6,9.782608695652174,2022-10-13
2.0,57,1.0,Renov.,510.0,,Āgenskalns,Valentīna 16,3,8.947368421052632,2022-10-13
2.0,58,2.0,Jaun.,600.0,,Āgenskalns,Nometņu 32,4,10.344827586206897,2022-10-13
2.0,42,5.0,602.,350.0,,Purvciems,Dzelzavas 71,9,8.333333333333334,2022-10-13
3.0,66,1.0,103.,300.0,,Āgenskalns,Kandavas 8,5,4.545454545454546,2022-10-13
2.0,42,5.0,Hrušč.,380.0,,Iļģuciems,Vaidelotes 25,5,9.047619047619047,2022-10-13
3.0,59,4.0,467.,380.0,,Imanta,Anniņmuižas 82,9,6.4406779661016955,2022-10-13
4.0,80,2.0,Specpr.,450.0,,centrs,Lāčplēša 109,5,5.625,2022-10-13
1.0,36,2.0,119.,250.0,,Ķengarags,Ikšķiles 9,12,6.9444444444444455,2022-10-13
2.0,35,2.0,Renov.,450.0,,Teika,Struktoru 7,3,12.857142857142858,2022-10-13
2.0,55,1.0,P. kara,440.0,,centrs,Tallinas 35,5,8.0,2022-10-13
3.0,54,5.0,LT proj.,350.0,,Iļģuciems,Dzirciema 89,5,6.481481481481483,2022-10-13
2.0,53,3.0,Specpr.,250.0,,Teika,Brīvības 227,5,4.716981132075472,2022-10-13
1.0,30,5.0,Hrušč.,180.0,,Purvciems,Dzelzavas 15,5,6.0,2022-10-13
2.0,58,8.0,119.,270.0,,Pļavnieki,Deglava 122,9,4.655172413793104,2022-10-13
4.0,105,5.0,Renov.,550.0,,centrs,Čaka 64,6,5.238095238095238,2022-10-13
2.0,47,3.0,Hrušč.,350.0,,Teika,Aizkraukles 32,3,7.446808510638298,2022-10-13
2.0,53,3.0,Specpr.,470.0,,centrs,Brīvības 162-k2,7,8.867924528301886,2022-10-13
1.0,21,3.0,Renov.,380.0,,Āgenskalns,Kokles 12B,4,18.095238095238088,2022-10-13
1.0,42,5.0,M. ģim.,240.0,,Dārzciems,Sesku 11/5,5,5.7142857142857135,2022-10-13
4.0,93,3.0,Jaun.,850.0,,Pļavnieki,Deglava 170,5,9.13978494623656,2022-10-13
1.0,30,3.0,Hrušč.,300.0,,Ziepniekkalns,Stērstu 5,3,10.0,2022-10-13
4.0,142,4.0,Jaun.,1050.0,,Ziepniekkalns,Komētas 4,4,7.394366197183099,2022-10-13
1.0,39,6.0,Specpr.,250.0,,Pļavnieki,J. Vācieša 2G,16,6.410256410256411,2022-10-13
2.0,47,4.0,Hrušč.,320.0,,Mežciems,Malienas 64,5,6.808510638297872,2022-10-13
2.0,47,4.0,Hrušč.,320.0,,Jugla,Malienas 64,5,6.808510638297872,2022-10-13
2.0,39,4.0,Hrušč.,275.0,,Sarkandaugava,Sarkandaugavas 26,5,7.05128205128205,2022-10-13
2.0,45,4.0,Jaun.,450.0,,centrs,Ganību d. 13,6,10.0,2022-10-13
3.0,85,4.0,Renov.,1200.0,,centrs,Merķeļa 6,5,14.117647058823529,2022-10-13
2.0,65,5.0,119.,300.0,,Pļavnieki,Ilūkstes 32,9,4.615384615384615,2022-10-13
2.0,47,3.0,P. kara,320.0,,centrs,Pērnavas 11,7,6.808510638297872,2022-10-13
4.0,198,5.0,Renov.,3490.0,,centrs,Kalpaka bulv. 9,5,17.626262626262623,2022-10-13
1.0,21,4.0,Staļina,215.0,,Vecmīlgrāvis,Skuju 29,4,10.238095238095235,2022-10-13
1.0,30,5.0,Hrušč.,250.0,,Ķengarags,Višķu 23,5,8.333333333333334,2022-10-13
2.0,50,7.0,602.,270.0,,Imanta,Kleistu 15,9,5.4,2022-10-13
3.0,80,3.0,P. kara,500.0,,centrs,Valdemāra 119,5,6.25,2022-10-13
1.0,30,4.0,P. kara,160.0,,Sarkandaugava,Ziemeļu 17,4,5.333333333333333,2022-10-13
1.0,38,2.0,M. ģim.,225.0,,Čiekurkalns,Rusova 30,5,5.921052631578947,2022-10-13
3.0,65,2.0,P. kara,420.0,,centrs,Ģertrūdes 105,5,6.461538461538463,2022-10-13
4.0,115,3.0,Jaun.,650.0,,Purvciems,Braslas 19a,5,5.6521739130434785,2022-10-13
2.0,49,1.0,Jaun.,530.0,,centrs,Grostonas 21,10,10.816326530612244,2022-10-13
1.0,30,4.0,Hrušč.,260.0,,Torņakalns,Bauskas 73/2,4,8.666666666666666,2022-10-13
1.0,45,5.0,Jaun.,520.0,,Āgenskalns,Vīlipa 12,9,11.555555555555555,2022-10-13
2.0,48,3.0,LT proj.,230.0,,Bolderāja,Lemešu 15,5,4.791666666666667,2022-10-13
1.0,34,7.0,602.,230.0,,Ķengarags,Maskavas 427,9,6.764705882352941,2022-10-13
1.0,17,9.0,602.,170.0,,Pļavnieki,Rudens 7,1,10.0,2022-10-13
1.0,36,10.0,Čehu pr.,250.0,,Ķengarags,Maskavas 297,12,6.9444444444444455,2022-10-13
2.0,36,1.0,467.,250.0,,Āgenskalns,Kuldīgas 41a,5,6.9444444444444455,2022-10-13
1.0,30,3.0,P. kara,250.0,,centrs,Pērnavas 39,6,8.333333333333334,2022-10-13
2.0,52,3.0,Specpr.,400.0,,Jugla,Brīvības 398,5,7.6923076923076925,2022-10-13
2.0,42,4.0,Hrušč.,320.0,,centrs,Valdemāra 145,5,7.6190476190476195,2022-10-13
2.0,51,5.0,Hrušč.,350.0,,Dzegužkalns,Daugavgrīvas 70/3,5,6.862745098039214,2022-10-13
1.0,48,2.0,LT proj.,200.0,,Vecmīlgrāvis,Kāvu 10,5,4.166666666666667,2022-10-13
2.0,56,4.0,Staļina,425.0,,centrs,Eksporta 8A,5,7.5892857142857135,2022-10-13
1.0,29,4.0,LT proj.,230.0,,Imanta,M. Krūmu 6,5,7.931034482758621,2022-10-13
3.0,79,1.0,Renov.,1200.0,,centrs,Rūpniecības 11,6,15.189873417721516,2022-10-13
2.0,58,3.0,P. kara,520.0,,Vecrīga,Jāņa 3,4,8.965517241379311,2022-10-13
1.0,27,3.0,P. kara,250.0,,Sarkandaugava,Priežu 12,3,9.25925925925926,2022-10-13
3.0,76,1.0,Staļina,350.0,,Sarkandaugava,Hāpsalas 1/3,4,4.605263157894737,2022-10-13
4.0,153,3.0,Jaun.,4190.0,,centrs,Melngaiļa 2,7,27.38562091503268,2022-10-13
4.0,134,1.0,Renov.,800.0,,centrs,Vidus 11,5,5.970149253731344,2022-10-13
3.0,70,4.0,104.,350.0,,Mežciems,Hipokrāta 13,16,5.0,2022-10-13
3.0,60,5.0,LT proj.,350.0,,Imanta,Jūrmalas g. 91,5,5.833333333333332,2022-10-13
1.0,30,3.0,P. kara,270.0,,centrs,Tallinas 88,3,9.0,2022-10-13
1.0,26,5.0,Jaun.,330.0,,Ķengarags,Prūšu 4,1,12.692307692307693,2022-10-13
2.0,45,1.0,M. ģim.,270.0,,Mežciems,Biķernieku 244,2,6.0,2022-10-13
2.0,34,2.0,Jaun.,400.0,,centrs,Maskavas 48,5,11.764705882352944,2022-10-13
2.0,62,1.0,Staļina,400.0,,Sarkandaugava,Viestura pr. 91,2,6.451612903225807,2022-10-13
2.0,50,5.0,LT proj.,450.0,,Ķengarags,Maskavas 256,5,9.0,2022-10-13
1.0,40,2.0,P. kara,350.0,,centrs,Miera 111,4,8.75,2022-10-13
3.0,92,5.0,Jaun.,600.0,,Imanta,Vīksnes 21,7,6.521739130434782,2022-10-13
1.0,27,3.0,LT proj.,200.0,,Imanta,Tālavas g. 9,5,7.407407407407407,2022-10-13
1.0,30,5.0,Hrušč.,180.0,,Sarkandaugava,Tvaika 54,5,6.0,2022-10-13
1.0,30,6.0,602.,170.0,,Pļavnieki,Pavasara g. 5,9,5.666666666666668,2022-10-13
3.0,88,2.0,Staļina,400.0,,centrs,Pērnavas 6,5,4.545454545454546,2022-10-13
3.0,100,4.0,Jaun.,480.0,,Dzegužkalns,Ūdens 12,6,4.8,2022-10-13
2.0,40,3.0,Hrušč.,340.0,,Klīversala,Valguma 21,5,8.5,2022-10-13
1.0,39,5.0,M. ģim.,230.0,,Dārzciems,Rumbulas 1,5,5.897435897435898,2022-10-13
2.0,45,3.0,P. kara,250.0,,Teika,Biķernieku 37,3,5.5555555555555545,2022-10-13
4.0,97,4.0,Jaun.,700.0,,Zolitūde,Zolitūdes 46,4,7.216494845360825,2022-10-13
1.0,30,5.0,Renov.,380.0,,centrs,Ganību d. 15,6,12.666666666666664,2022-10-13
2.0,38,2.0,LT proj.,230.0,,Dzegužkalns,Tapešu 44,5,6.052631578947367,2022-10-13
2.0,50,3.0,LT proj.,330.0,,Dzegužkalns,Morica 20b,5,6.6,2022-10-13
1.0,45,2.0,Specpr.,300.0,,Sarkandaugava,Hāpsalas 15,8,6.666666666666668,2022-10-13
3.0,120,1.0,P. kara,250.0,,centrs,Skolas 4,6,2.083333333333333,2022-10-13
1.0,17,1.0,Specpr.,90.0,,Mangaļi,Mores 11,2,5.294117647058823,2022-10-13
1.0,43,1.0,Specpr.,550.0,,Teika,Brīvības 352,2,12.790697674418604,2022-10-13
1.0,36,2.0,Specpr.,250.0,,Purvciems,Ūnijas 37,5,6.9444444444444455,2022-10-13
2.0,55,1.0,P. kara,600.0,,Mežaparks,Stokholmas 19,2,10.909090909090908,2022-10-13
2.0,48,9.0,Specpr.,350.0,,Jugla,Vidzemes al. 7,12,7.291666666666668,2022-10-13
5.0,194,2.0,P. kara,4000.0,,centrs,Alberta 4,4,20.61855670103093,2022-10-13
1.0,16,1.0,P. kara,320.0,,Vecrīga,Jēkaba 26/28,5,20.0,2022-10-13
2.0,50,5.0,602.,380.0,,Imanta,Slokas 203,9,7.6,2022-10-13
2.0,45,2.0,LT proj.,300.0,,Ķengarags,Višķu 23,5,6.666666666666668,2022-10-13
2.0,46,1.0,Hrušč.,250.0,,Mangaļi,Mores 3,5,5.434782608695652,2022-10-13
3.0,75,2.0,P. kara,450.0,,Āgenskalns,Kalnciema 1A,5,6.0,2022-10-13
2.0,40,3.0,Renov.,450.0,,centrs,Ģertrūdes 121,6,11.25,2022-10-13
2.0,70,3.0,Jaun.,500.0,,Purvciems,Žagatu 13,9,7.142857142857142,2022-10-13
1.0,17,4.0,Renov.,210.0,,Vecmīlgrāvis,Emmas 28,4,12.352941176470587,2022-10-13
1.0,28,5.0,Renov.,300.0,,Mežaparks,Ezermalas 4a,5,10.714285714285714,2022-10-13
2.0,51,3.0,P. kara,510.0,,Āgenskalns,Ernestīnes 7,3,10.0,2022-10-13
3.0,64,2.0,602.,360.0,,Imanta,M. Krūmu 9,9,5.625,2022-10-13
5.0,170,2.0,Specpr.,1000.0,,Mežaparks,Kokneses pr. 26,2,5.882352941176472,2022-10-13
1.0,25,2.0,Renov.,220.0,,centrs,Avotu 76,2,8.8,2022-10-13
2.0,47,5.0,Hrušč.,360.0,,Teika,Ropažu 11,5,7.659574468085108,2022-10-13
2.0,43,4.0,Hrušč.,370.0,,Āgenskalns,Alīses 10,5,8.604651162790697,2022-10-13
1.0,39,5.0,Specpr.,280.0,,centrs,Mastu 8/1,5,7.17948717948718,2022-10-13
4.0,114,5.0,P. kara,500.0,,centrs,Gogoļa 13,5,4.385964912280701,2022-10-13
2.0,51,3.0,Renov.,650.0,,centrs,Alūksnes 1,6,12.745098039215687,2022-10-13
2.0,48,2.0,P. kara,330.0,,centrs,Tallinas 35,5,6.875,2022-10-13
1.0,29,3.0,Hrušč.,280.0,,centrs,Ieroču 2,4,9.655172413793103,2022-10-13
1.0,36,2.0,M. ģim.,230.0,,Pļavnieki,Dzeņu 8,5,6.388888888888888,2022-10-13
3.0,63,5.0,602.,330.0,,Pļavnieki,Keldiša 10,9,5.238095238095238,2022-10-13
1.0,28,1.0,Renov.,299.0,,Šampēteris-Pleskodāle,Ventspils 65,4,10.678571428571429,2022-10-13
1.0,32,3.0,P. kara,450.0,,centrs,Barona 21,5,14.0625,2022-10-13
2.0,50,3.0,602.,280.0,,Mežciems,Hipokrāta 17,9,5.6,2022-10-13
2.0,45,5.0,LT proj.,280.0,,Jugla,Malienas 76,5,6.222222222222222,2022-10-13
2.0,65,5.0,Jaun.,650.0,,Āgenskalns,Nometņu 32,5,10.0,2022-10-13
3.0,62,2.0,602.,430.0,,Pļavnieki,Rudens 5,9,6.935483870967742,2022-10-13
2.0,34,4.0,P. kara,350.0,,centrs,Bruņinieku 93b,5,10.294117647058824,2022-10-13
1.0,31,1.0,LT proj.,180.0,,Teika,Bērzpils 7,5,5.806451612903227,2022-10-13
1.0,30,1.0,Staļina,210.0,,Ziepniekkalns,Saulkalnes 14,4,7.0,2022-10-13
2.0,57,3.0,119.,320.0,,Ziepniekkalns,Ozolciema 12/2,10,5.614035087719297,2022-10-13
3.0,86,6.0,Jaun.,2200.0,,centrs,Antonijas 17A,6,25.58139534883721,2022-10-13
,203,1.0,P. kara,1600.0,,centrs,Elizabetes 31а,5,7.881773399014777,2022-10-13
2.0,50,3.0,Renov.,280.0,,centrs,Maskavas 39A,4,5.6,2022-10-13
3.0,87,5.0,P. kara,550.0,,centrs,Lāčplēša 70,6,6.32183908045977,2022-10-13
2.0,28,2.0,Renov.,550.0,,centrs,Tērbatas 26a,5,19.642857142857142,2022-10-13
4.0,150,2.0,Jaun.,850.0,,Purvciems,Stirnu 12A,4,5.666666666666668,2022-10-13
1.0,25,3.0,602.,350.0,,centrs,Marijas 18,6,14.0,2022-10-13
1.0,43,6.0,M. ģim.,200.0,,Pļavnieki,Lubānas 115,9,4.651162790697675,2022-10-13
2.0,67,2.0,P. kara,700.0,,centrs,Raiņa bulv. 31,5,10.447761194029852,2022-10-13
1.0,37,2.0,P. kara,450.0,,centrs,Raiņa bulv. 31,5,12.162162162162161,2022-10-13
2.0,50,1.0,602.,300.0,,Mežciems,Eizenšteina 79,9,6.0,2022-10-13
2.0,45,1.0,Hrušč.,280.0,,Ķengarags,Prūšu 22,5,6.222222222222222,2022-10-13
2.0,56,3.0,602.,220.0,,Bolderāja,Lemešu 11,9,3.928571428571429,2022-10-13
2.0,49,2.0,Jaun.,500.0,,Purvciems,Upeņu 21,7,10.20408163265306,2022-10-13
1.0,30,2.0,Priv. m.,185.0,,Maskavas priekšpilsēta,Jersikas 16,2,6.166666666666668,2022-10-13
1.0,38,2.0,M. ģim.,260.0,,Dārzciems,Sitas 48,5,6.842105263157895,2022-10-13
3.0,74,2.0,Specpr.,400.0,,centrs,Laboratorijas 14,5,5.405405405405406,2022-10-13
1.0,26,5.0,Jaun.,335.0,,Aplokciems,Briežu 7,6,12.884615384615385,2022-10-13
3.0,60,9.0,467.,380.0,,Krasta r-ns,Rītupes 28,9,6.333333333333332,2022-10-13
3.0,77,3.0,Renov.,540.0,,centrs,Čaka 117/1,6,7.012987012987013,2022-10-13
1.0,22,2.0,P. kara,5.0,,centrs,Čaka 132,5,0.2272727272727272,2022-10-13
1.0,43,3.0,119.,250.0,,Zolitūde,Lejiņa 3,9,5.813953488372092,2022-10-13
4.0,76,6.0,602.,450.0,,Pļavnieki,Salnas 3,9,5.921052631578947,2022-10-13
1.0,31,2.0,P. kara,110.0,,centrs,Miera 101,6,3.5483870967741935,2022-10-13
